ID;Temporada;Jornada;Local;Visitant;1;X;2;Resultat
04050801;04-05;08;Osasuna;Albacete;0,5316;0,2756;0,1928;1
04050802;04-05;08;Ath Bilbao;Malaga;0,4980;0,2801;0,2219;1
04050803;04-05;08;Dep. La Coruna;Getafe;0,6505;0,2356;0,1139;1
04050804;04-05;08;Betis;Real Madrid;0,2642;0,2867;0,4491;X
04050805;04-05;08;Atl. Madrid;Racing Santander;0,5896;0,2575;0,1529;1
04050806;04-05;08;Zaragoza;Real Sociedad;0,4694;0,2802;0,2504;1
04050807;04-05;08;Mallorca;Villarreal;0,3772;0,2841;0,3387;X
04050808;04-05;08;Numancia;Levante;0,4081;0,2887;0,3033;2
04050809;04-05;08;Espanyol;Barcelona;0,2132;0,2779;0,5089;2
04050810;04-05;08;Valencia;Sevilla;0,5973;0,2599;0,1427;2
04050811;04-05;08;Valladolid;Lleida;0,4793;0,3123;0,2084;X
04050812;04-05;08;Racing Club Ferrol;Alaves;0,3737;0,3421;0,2842;1
04050813;04-05;08;Cadiz CF;Celta Vigo;0,3466;0,3387;0,3147;1
04050814;04-05;08;UD Salamanca;Recreativo Huelva;0,3553;0,3352;0,3095;1
04050901;04-05;09;Villarreal;Numancia;0,5452;0,2685;0,1863;1
04050902;04-05;09;Real Sociedad;Mallorca;0,5025;0,2744;0,2231;1
04050903;04-05;09;Racing Santander;Zaragoza;0,3904;0,2842;0,3254;1
04050904;04-05;09;Sevilla;Atl. Madrid;0,4527;0,2837;0,2636;1
04050905;04-05;09;Real Madrid;Valencia;0,4665;0,2727;0,2607;1
04050906;04-05;09;Getafe;Betis;0,4047;0,2869;0,3084;2
04050907;04-05;09;Malaga;Dep. La Coruna;0,3622;0,2870;0,3509;X
04050908;04-05;09;Albacete;Ath Bilbao;0,3796;0,2835;0,3368;1
04050909;04-05;09;Barcelona;Osasuna;0,6855;0,2139;0,1005;1
04050910;04-05;09;Levante;Espanyol;0,4352;0,2837;0,2811;2
04050911;04-05;09;Murcia;UD Salamanca;0,3772;0,3381;0,2847;X
04050912;04-05;09;Celta Vigo;Malaga B;0,4623;0,3354;0,2023;X
04050913;04-05;09;Almeria;Valladolid;0,3670;0,3443;0,2886;X
04050914;04-05;09;Alaves;Terrassa;0,4591;0,3348;0,2061;1
04051001;04-05;10;Osasuna;Levante;0,4929;0,2777;0,2294;2
04051002;04-05;10;Ath Bilbao;Barcelona;0,2403;0,2815;0,4781;X
04051003;04-05;10;Dep. La Coruna;Albacete;0,6192;0,2423;0,1385;X
04051004;04-05;10;Betis;Malaga;0,4784;0,2831;0,2385;X
04051005;04-05;10;Real Madrid;Getafe;0,7552;0,1579;0,0869;1
04051006;04-05;10;Zaragoza;Sevilla;0,3960;0,2863;0,3177;1
04051007;04-05;10;Mallorca;Racing Santander;0,4520;0,2819;0,2661;2
04051008;04-05;10;Numancia;Real Sociedad;0,3844;0,2874;0,3283;2
04051009;04-05;10;Espanyol;Villarreal;0,4532;0,2813;0,2655;X
04051010;04-05;10;Valencia;Atl. Madrid;0,5302;0,2764;0,1933;X
04051011;04-05;10;Valladolid;Gimnastic;0,4795;0,3291;0,1914;1
04051012;04-05;10;Cadiz CF;Alaves;0,3899;0,3406;0,2694;2
04051013;04-05;10;UD Salamanca;Celta Vigo;0,3706;0,3434;0,2860;2
04051014;04-05;10;El Ejido;Murcia;0,5279;0,3006;0,1715;X
04051201;04-05;12;Osasuna;Real Sociedad;0,4313;0,2835;0,2853;1
04051202;04-05;12;Ath Bilbao;Villarreal;0,4313;0,2817;0,2871;1
04051203;04-05;12;Dep. La Coruna;Levante;0,5392;0,2696;0,1911;1
04051204;04-05;12;Betis;Barcelona;0,2089;0,2778;0,5133;1
04051205;04-05;12;Real Madrid;Albacete;0,7324;0,1763;0,0913;1
04051206;04-05;12;Getafe;Malaga;0,4250;0,2834;0,2916;1
04051207;04-05;12;Mallorca;Atl. Madrid;0,3833;0,2890;0,3277;X
04051208;04-05;12;Numancia;Sevilla;0,2882;0,2863;0,4255;1
04051209;04-05;12;Espanyol;Racing Santander;0,5160;0,2745;0,2095;1
04051210;04-05;12;Valencia;Zaragoza;0,5399;0,2707;0,1894;X
04051211;04-05;12;Valladolid;Recreativo Huelva;0,3945;0,3377;0,2678;1
04051212;04-05;12;UD Salamanca;Cadiz CF;0,3243;0,3353;0,3404;2
04051213;04-05;12;Cordoba;Celta Vigo;0,2910;0,3425;0,3665;2
04051214;04-05;12;Elche;Murcia;0,5137;0,3050;0,1813;1
04051401;04-05;14;Osasuna;Sevilla;0,4061;0,2921;0,3018;1
04051402;04-05;14;Ath Bilbao;Racing Santander;0,5018;0,2764;0,2218;1
04051403;04-05;14;Dep. La Coruna;Real Sociedad;0,5540;0,2679;0,1781;X
04051404;04-05;14;Betis;Villarreal;0,4761;0,2890;0,2349;1
04051405;04-05;14;Real Madrid;Levante;0,7033;0,2023;0,0944;1
04051406;04-05;14;Getafe;Barcelona;0,1685;0,2665;0,5649;2
04051407;04-05;14;Malaga;Albacete;0,5362;0,2713;0,1925;2
04051408;04-05;14;Numancia;Zaragoza;0,3585;0,2914;0,3501;1
04051409;04-05;14;Espanyol;Atl. Madrid;0,4273;0,2909;0,2818;1
04051410;04-05;14;Valencia;Mallorca;0,5828;0,2559;0,1613;1
04051411;04-05;14;Valladolid;Celta Vigo;0,3750;0,3528;0,2721;X
04051412;04-05;14;Tenerife;Murcia;0,4747;0,3335;0,1917;1
04051413;04-05;14;Pontevedra;Gijon;0,3394;0,3528;0,3078;2
04051414;04-05;14;Terrassa;Gimnastic;0,3957;0,3424;0,2619;2
04051501;04-05;15;Villarreal;Real Madrid;0,2902;0,2847;0,4251;X
04051502;04-05;15;Real Sociedad;Betis;0,4017;0,2888;0,3095;1
04051503;04-05;15;Racing Santander;Dep. La Coruna;0,3260;0,2913;0,3827;X
04051504;04-05;15;Sevilla;Ath Bilbao;0,5002;0,2769;0,2230;1
04051505;04-05;15;Atl. Madrid;Osasuna;0,5071;0,2795;0,2134;1
04051506;04-05;15;Zaragoza;Espanyol;0,4251;0,2893;0,2856;2
04051507;04-05;15;Mallorca;Numancia;0,5159;0,2821;0,2020;1
04051508;04-05;15;Albacete;Valencia;0,2973;0,2906;0,4121;2
04051509;04-05;15;Barcelona;Malaga;0,7510;0,1596;0,0895;1
04051510;04-05;15;Levante;Getafe;0,5133;0,2780;0,2087;X
04051511;04-05;15;Gijon;Terrassa;0,4229;0,3472;0,2300;1
04051512;04-05;15;Murcia;Granada 74;0,3403;0,3510;0,3086;X
04051513;04-05;15;Celta Vigo;Tenerife;0,4514;0,3412;0,2074;X
04051514;04-05;15;Racing Club Ferrol;Valladolid;0,3833;0,3502;0,2666;2
04051701;04-05;17;Villarreal;Malaga;0,5638;0,2669;0,1693;1
04051702;04-05;17;Real Sociedad;Getafe;0,5759;0,2591;0,1650;X
04051703;04-05;17;Racing Santander;Real Madrid;0,2337;0,2800;0,4863;2
04051704;04-05;17;Sevilla;Betis;0,4121;0,3102;0,2777;1
04051705;04-05;17;Atl. Madrid;Dep. La Coruna;0,4155;0,2922;0,2922;1
04051706;04-05;17;Zaragoza;Ath Bilbao;0,4526;0,2811;0,2662;2
04051707;04-05;17;Mallorca;Osasuna;0,4317;0,2860;0,2824;2
04051708;04-05;17;Numancia;Espanyol;0,3101;0,2893;0,4006;X
04051709;04-05;17;Barcelona;Valencia;0,5440;0,2753;0,1806;X
04051710;04-05;17;Levante;Albacete;0,4733;0,2870;0,2398;X
04051711;04-05;17;Gijon;Eibar;0,3759;0,3442;0,2799;X
04051712;04-05;17;Murcia;Terrassa;0,3939;0,3506;0,2555;2
04051713;04-05;17;Celta Vigo;Pontevedra;0,5676;0,2940;0,1384;1
04051714;04-05;17;Cadiz CF;Tenerife;0,5038;0,3261;0,1702;1
04051801;04-05;18;Osasuna;Numancia;0,6071;0,2475;0,1454;1
04051802;04-05;18;Ath Bilbao;Mallorca;0,5843;0,2639;0,1518;1
04051803;04-05;18;Dep. La Coruna;Zaragoza;0,5733;0,2572;0,1695;2
04051804;04-05;18;Betis;Atl. Madrid;0,4928;0,2760;0,2312;1
04051805;04-05;18;Real Madrid;Sevilla;0,6382;0,2379;0,1240;2
04051806;04-05;18;Getafe;Racing Santander;0,4286;0,2835;0,2880;1
04051807;04-05;18;Malaga;Real Sociedad;0,3990;0,2835;0,3175;2
04051808;04-05;18;Albacete;Villarreal;0,3838;0,2882;0,3280;X
04051809;04-05;18;Barcelona;Levante;0,7346;0,1743;0,0912;1
04051810;04-05;18;Valencia;Espanyol;0,5441;0,2649;0,1910;1
04051811;04-05;18;Valladolid;UD Salamanca;0,4968;0,3240;0,1792;1
04051812;04-05;18;Pontevedra;Racing Club Ferrol;0,2744;0,3291;0,3964;X
04051813;04-05;18;Terrassa;Celta Vigo;0,3430;0,3327;0,3243;2
04051814;04-05;18;Lleida;Gijon;0,4406;0,3363;0,2231;2
04051901;04-05;19;Villarreal;Barcelona;0,2367;0,2849;0,4784;1
04051902;04-05;19;Real Sociedad;Albacete;0,5394;0,2681;0,1925;2
04051903;04-05;19;Racing Santander;Malaga;0,5129;0,2759;0,2111;1
04051904;04-05;19;Sevilla;Getafe;0,6337;0,2356;0,1308;X
04051905;04-05;19;Atl. Madrid;Real Madrid;0,2916;0,2916;0,4168;2
04051906;04-05;19;Zaragoza;Betis;0,4182;0,2876;0,2942;1
04051907;04-05;19;Mallorca;Dep. La Coruna;0,3200;0,2911;0,3889;X
04051908;04-05;19;Numancia;Ath Bilbao;0,3218;0,2917;0,3865;X
04051909;04-05;19;Espanyol;Osasuna;0,4745;0,2818;0,2437;1
04051910;04-05;19;Valencia;Levante;0,6567;0,2311;0,1123;1
04051911;04-05;19;Gijon;Almeria;0,4158;0,3452;0,2390;1
04051912;04-05;19;Recreativo Huelva;Lleida;0,4459;0,3417;0,2124;1
04051913;04-05;19;Celta Vigo;Xerez CD;0,4897;0,3277;0,1826;1
04051914;04-05;19;UD Salamanca;Tenerife;0,3926;0,3456;0,2617;2
04052101;04-05;21;Ath Bilbao;Osasuna;0,4957;0,2810;0,2233;1
04052102;04-05;21;Levante;Real Sociedad;0,3973;0,2863;0,3164;1
04052103;04-05;21;Barcelona;Racing Santander;0,7446;0,1623;0,0931;1
04052104;04-05;21;Albacete;Sevilla;0,3746;0,2948;0,3306;2
04052105;04-05;21;Malaga;Atl. Madrid;0,3840;0,2855;0,3305;1
04052106;04-05;21;Getafe;Zaragoza;0,4085;0,2866;0,3050;1
04052107;04-05;21;Real Madrid;Mallorca;0,7397;0,1626;0,0977;1
04052108;04-05;21;Betis;Numancia;0,6343;0,2370;0,1287;1
04052109;04-05;21;Dep. La Coruna;Espanyol;0,4286;0,2862;0,2853;1
04052110;04-05;21;Villarreal;Valencia;0,3734;0,2921;0,3345;1
04052111;04-05;21;Gijon;Alaves;0,3308;0,3383;0,3308;2
04052112;04-05;21;Racing Club Ferrol;Eibar;0,3991;0,3299;0,2709;2
04052113;04-05;21;UD Salamanca;Pontevedra;0,4904;0,3077;0,2019;1
04052114;04-05;21;Elche;Valladolid;0,3988;0,3237;0,2775;1
04052201;04-05;22;Real Sociedad;Villarreal;0,3702;0,2862;0,3436;2
04052202;04-05;22;Valencia;Ath Bilbao;0,5633;0,2675;0,1692;X
04052203;04-05;22;Osasuna;Dep. La Coruna;0,3928;0,2802;0,3271;X
04052204;04-05;22;Espanyol;Betis;0,4522;0,2818;0,2660;X
04052205;04-05;22;Numancia;Real Madrid;0,1494;0,2538;0,5967;2
04052206;04-05;22;Mallorca;Getafe;0,4484;0,2825;0,2690;1
04052207;04-05;22;Zaragoza;Malaga;0,5159;0,2770;0,2071;1
04052208;04-05;22;Atl. Madrid;Albacete;0,5743;0,2584;0,1673;1
04052209;04-05;22;Sevilla;Barcelona;0,3058;0,2874;0,4068;2
04052210;04-05;22;Racing Santander;Levante;0,4433;0,2835;0,2732;X
04052211;04-05;22;Recreativo Huelva;Gijon;0,4823;0,3170;0,2007;X
04052212;04-05;22;Elche;Tenerife;0,5197;0,3051;0,1753;X
04052213;04-05;22;Celta Vigo;Almeria;0,5031;0,3142;0,1827;1
04052214;04-05;22;Valladolid;Alaves;0,3498;0,3328;0,3174;1
04052401;04-05;24;Sevilla;Villarreal;0,4166;0,2870;0,2964;1
04052402;04-05;24;Racing Santander;Real Sociedad;0,3967;0,2936;0,3097;2
04052403;04-05;24;Valencia;Dep. La Coruna;0,5211;0,2738;0,2052;2
04052404;04-05;24;Ath Bilbao;Betis;0,4681;0,2877;0,2442;X
04052405;04-05;24;Osasuna;Real Madrid;0,2098;0,2721;0,5181;2
04052406;04-05;24;Espanyol;Getafe;0,5786;0,2639;0,1575;1
04052407;04-05;24;Numancia;Malaga;0,3939;0,2929;0,3132;2
04052408;04-05;24;Mallorca;Albacete;0,5132;0,2787;0,2081;1
04052409;04-05;24;Zaragoza;Barcelona;0,1834;0,2738;0,5427;2
04052410;04-05;24;Atl. Madrid;Levante;0,6209;0,2433;0,1358;X
04052411;04-05;24;Celta Vigo;Gijon;0,5162;0,3080;0,1758;1
04052412;04-05;24;Valladolid;Granada 74;0,5317;0,3134;0,1548;1
04052413;04-05;24;Elche;Pontevedra;0,6185;0,2534;0,1281;1
04052414;04-05;24;Cadiz CF;Almeria;0,5882;0,2820;0,1298;1
04052601;04-05;26;Zaragoza;Villarreal;0,3752;0,2861;0,3387;1
04052602;04-05;26;Atl. Madrid;Real Sociedad;0,5490;0,2712;0,1797;1
04052603;04-05;26;Sevilla;Racing Santander;0,6104;0,2485;0,1411;X
04052604;04-05;26;Valencia;Betis;0,4650;0,2839;0,2511;1
04052605;04-05;26;Dep. La Coruna;Real Madrid;0,3252;0,2890;0,3858;1
04052606;04-05;26;Tenerife;Pontevedra;0,5431;0,2882;0,1687;X
04052607;04-05;26;Osasuna;Malaga;0,5038;0,2809;0,2152;2
04052608;04-05;26;Espanyol;Albacete;0,5815;0,2612;0,1573;1
04052609;04-05;26;Numancia;Barcelona;0,1276;0,2397;0,6327;X
04052610;04-05;26;Mallorca;Levante;0,4903;0,2784;0,2313;2
04052611;04-05;26;Cadiz CF;Gijon;0,5096;0,3065;0,1839;X
04052612;04-05;26;Celta Vigo;Murcia;0,5615;0,2880;0,1505;1
04052613;04-05;26;Valladolid;Terrassa;0,5287;0,2968;0,1745;X
04052614;04-05;26;Elche;Xerez CD;0,4808;0,3182;0,2010;2
04052701;04-05;27;Numancia;Villarreal;0,3091;0,2866;0,4043;X
04052702;04-05;27;Mallorca;Real Sociedad;0,4336;0,2823;0,2841;1
04052703;04-05;27;Zaragoza;Racing Santander;0,5185;0,2751;0,2064;1
04052704;04-05;27;Atl. Madrid;Sevilla;0,4379;0,2828;0,2793;1
04052705;04-05;27;Valencia;Real Madrid;0,4057;0,2870;0,3073;X
04052706;04-05;27;Betis;Getafe;0,6213;0,2455;0,1333;X
04052707;04-05;27;Dep. La Coruna;Malaga;0,5507;0,2680;0,1813;1
04052708;04-05;27;Ath Bilbao;Albacete;0,5854;0,2525;0,1621;1
04052709;04-05;27;Osasuna;Barcelona;0,2152;0,2772;0,5077;2
04052710;04-05;27;Espanyol;Levante;0,5437;0,2702;0,1861;1
04052711;04-05;27;Xerez CD;Valladolid;0,3752;0,3346;0,2902;X
04052712;04-05;27;Alaves;Celta Vigo;0,3618;0,3310;0,3071;2
04052713;04-05;27;Recreativo Huelva;Cadiz CF;0,3908;0,3339;0,2753;X
04052714;04-05;27;Lleida;Cordoba;0,4687;0,3197;0,2116;2
04052801;04-05;28;Levante;Osasuna;0,4517;0,2850;0,2634;1
04052802;04-05;28;Barcelona;Ath Bilbao;0,6424;0,2336;0,1240;1
04052803;04-05;28;Albacete;Dep. La Coruna;0,3146;0,2876;0,3978;2
04052804;04-05;28;Malaga;Betis;0,4060;0,2892;0,3048;2
04052805;04-05;28;Getafe;Real Madrid;0,1991;0,2755;0,5254;1
04052806;04-05;28;Sevilla;Zaragoza;0,5285;0,2780;0,1935;2
04052807;04-05;28;Racing Santander;Mallorca;0,4606;0,2821;0,2572;1
04052808;04-05;28;Real Sociedad;Numancia;0,5688;0,2621;0,1690;1
04052809;04-05;28;Villarreal;Espanyol;0,5015;0,2778;0,2207;1
04052810;04-05;28;Atl. Madrid;Valencia;0,3807;0,2901;0,3293;1
04052811;04-05;28;UD Salamanca;Gijon;0,3335;0,3146;0,3519;1
04052812;04-05;28;Cadiz CF;Murcia;0,5537;0,2903;0,1560;2
04052813;04-05;28;Tenerife;Xerez CD;0,3730;0,3391;0,2879;1
04052814;04-05;28;Cordoba;Almeria;0,4563;0,3224;0,2213;1
04053101;04-05;31;Real Sociedad;Osasuna;0,5076;0,2788;0,2136;1
04053102;04-05;31;Villarreal;Ath Bilbao;0,5077;0,2730;0,2193;1
04053103;04-05;31;Levante;Dep. La Coruna;0,3318;0,2921;0,3761;2
04053104;04-05;31;Barcelona;Betis;0,6108;0,2440;0,1453;X
04053105;04-05;31;Albacete;Real Madrid;0,1823;0,2640;0,5537;2
04053106;04-05;31;Malaga;Getafe;0,4964;0,2788;0,2247;X
04053107;04-05;31;Atl. Madrid;Mallorca;0,6270;0,2382;0,1348;1
04053108;04-05;31;Sevilla;Numancia;0,6425;0,2301;0,1274;1
04053109;04-05;31;Racing Santander;Espanyol;0,4131;0,2863;0,3006;2
04053110;04-05;31;Zaragoza;Valencia;0,3552;0,2882;0,3566;X
04053111;04-05;31;Gimnastic;Valladolid;0,3822;0,3239;0,2939;2
04053112;04-05;31;Alaves;Cadiz CF;0,4049;0,3231;0,2720;2
04053113;04-05;31;Celta Vigo;UD Salamanca;0,5946;0,2719;0,1335;1
04053114;04-05;31;Recreativo Huelva;Cordoba;0,4890;0,3034;0,2076;1
04053201;04-05;32;Dep. La Coruna;Villarreal;0,4654;0,2795;0,2551;X
04053202;04-05;32;Ath Bilbao;Real Sociedad;0,5211;0,2763;0,2026;1
04053203;04-05;32;Osasuna;Racing Santander;0,4460;0,2838;0,2702;1
04053204;04-05;32;Espanyol;Sevilla;0,4529;0,2876;0,2595;2
04053205;04-05;32;Numancia;Atl. Madrid;0,2942;0,2876;0,4182;1
04053206;04-05;32;Mallorca;Zaragoza;0,3879;0,2798;0,3323;2
04053207;04-05;32;Valencia;Malaga;0,6430;0,2338;0,1232;X
04053208;04-05;32;Getafe;Albacete;0,5263;0,2719;0,2018;1
04053209;04-05;32;Real Madrid;Barcelona;0,4008;0,2829;0,3162;1
04053210;04-05;32;Betis;Levante;0,6271;0,2366;0,1363;X
04053211;04-05;32;Valladolid;Gijon;0,4213;0,3333;0,2454;1
04053212;04-05;32;Cordoba;Murcia;0,4311;0,3176;0,2514;X
04053213;04-05;32;Malaga B;Cadiz CF;0,1911;0,2997;0,5092;X
04053214;04-05;32;Tenerife;Gimnastic;0,4114;0,3306;0,2580;X
04053301;04-05;33;Sevilla;Osasuna;0,6269;0,2391;0,1340;2
04053302;04-05;33;Racing Santander;Ath Bilbao;0,3971;0,2844;0,3185;2
04053303;04-05;33;Real Sociedad;Dep. La Coruna;0,3725;0,2835;0,3441;1
04053304;04-05;33;Villarreal;Betis;0,4729;0,2782;0,2489;X
04053305;04-05;33;Levante;Real Madrid;0,1677;0,2663;0,5660;2
04053306;04-05;33;Barcelona;Getafe;0,7190;0,1830;0,0979;1
04053307;04-05;33;Albacete;Malaga;0,3870;0,2863;0,3267;2
04053308;04-05;33;Zaragoza;Numancia;0,6086;0,2475;0,1439;1
04053309;04-05;33;Atl. Madrid;Espanyol;0,4932;0,2827;0,2241;X
04053310;04-05;33;Mallorca;Valencia;0,2433;0,2778;0,4788;X
04053311;04-05;33;Recreativo Huelva;Valladolid;0,4161;0,3256;0,2583;1
04053312;04-05;33;Gijon;Tenerife;0,4263;0,3304;0,2433;X
04053313;04-05;33;Cadiz CF;UD Salamanca;0,5615;0,2713;0,1672;X
04053314;04-05;33;Celta Vigo;Cordoba;0,6319;0,2441;0,1239;2
04053401;04-05;34;Real Madrid;Villarreal;0,5994;0,2489;0,1516;1
04053402;04-05;34;Betis;Real Sociedad;0,5570;0,2593;0,1838;2
04053403;04-05;34;Dep. La Coruna;Racing Santander;0,5769;0,2609;0,1622;2
04053404;04-05;34;Ath Bilbao;Sevilla;0,4720;0,2748;0,2532;2
04053405;04-05;34;Osasuna;Atl. Madrid;0,3696;0,2874;0,3430;1
04053406;04-05;34;Espanyol;Zaragoza;0,4701;0,2777;0,2521;1
04053407;04-05;34;Numancia;Mallorca;0,4124;0,2814;0,3062;2
04053408;04-05;34;Valencia;Albacete;0,6876;0,2095;0,1029;1
04053409;04-05;34;Malaga;Barcelona;0,1681;0,2609;0,5710;2
04053410;04-05;34;Getafe;Levante;0,4521;0,2843;0,2636;1
04053411;04-05;34;Tenerife;Recreativo Huelva;0,3082;0,3286;0,3633;1
04053412;04-05;34;Valladolid;Murcia;0,4911;0,3071;0,2018;2
04053413;04-05;34;Elche;Celta Vigo;0,3250;0,3286;0,3464;2
04053414;04-05;34;Eibar;Alaves;0,3744;0,3242;0,3013;2
04053501;04-05;35;Zaragoza;Osasuna;0,5090;0,2781;0,2130;1
04053502;04-05;35;Atl. Madrid;Ath Bilbao;0,4737;0,2769;0,2493;X
04053503;04-05;35;Sevilla;Dep. La Coruna;0,4847;0,2774;0,2379;1
04053504;04-05;35;Racing Santander;Betis;0,3563;0,2817;0,3620;X
04053505;04-05;35;Real Sociedad;Real Madrid;0,2332;0,2794;0,4874;2
04053506;04-05;35;Villarreal;Getafe;0,6461;0,2332;0,1207;1
04053507;04-05;35;Levante;Malaga;0,4764;0,2841;0,2395;2
04053508;04-05;35;Barcelona;Albacete;0,7824;0,1298;0,0877;1
04053509;04-05;35;Mallorca;Espanyol;0,3583;0,2819;0,3597;1
04053510;04-05;35;Numancia;Valencia;0,1755;0,2655;0,5590;X
04053511;04-05;35;Celta Vigo;Valladolid;0,5193;0,2977;0,1830;1
04053512;04-05;35;Murcia;Tenerife;0,3965;0,3235;0,2800;1
04053513;04-05;35;Alaves;UD Salamanca;0,5662;0,2711;0,1627;1
04053514;04-05;35;Cadiz CF;Cordoba;0,5726;0,2723;0,1551;1
04053601;04-05;36;Malaga;Villarreal;0,2957;0,2873;0,4170;2
04053602;04-05;36;Getafe;Real Sociedad;0,4300;0,2787;0,2913;1
04053603;04-05;36;Real Madrid;Racing Santander;0,7417;0,1674;0,0909;1
04053604;04-05;36;Betis;Sevilla;0,3911;0,2958;0,3131;1
04053605;04-05;36;Dep. La Coruna;Atl. Madrid;0,4479;0,2845;0,2677;1
04053606;04-05;36;Ath Bilbao;Zaragoza;0,4635;0,2790;0,2575;1
04053607;04-05;36;Osasuna;Mallorca;0,3835;0,2764;0,3401;X
04053608;04-05;36;Espanyol;Numancia;0,6804;0,2108;0,1087;1
04053609;04-05;36;Valencia;Barcelona;0,3257;0,2874;0,3869;2
04053610;04-05;36;Albacete;Levante;0,3562;0,2745;0,3694;1
04053611;04-05;36;Granada 74;Murcia;0,3516;0,3295;0,3189;2
04053612;04-05;36;Tenerife;Celta Vigo;0,2943;0,3265;0,3791;1
04053613;04-05;36;Cordoba;Malaga B;0,4561;0,3030;0,2409;1
04053614;04-05;36;Lleida;Alaves;0,2582;0,3102;0,4316;2
04053801;04-05;38;Barcelona;Villarreal;0,4792;0,2686;0,2522;X
04053802;04-05;38;Albacete;Real Sociedad;0,3840;0,2782;0,3378;X
04053803;04-05;38;Malaga;Racing Santander;0,5091;0,2764;0,2145;1
04053804;04-05;38;Getafe;Sevilla;0,2189;0,2639;0,5172;X
04053805;04-05;38;Real Madrid;Atl. Madrid;0,6224;0,2456;0,1321;X
04053806;04-05;38;Betis;Zaragoza;0,6517;0,2243;0,1240;1
04053807;04-05;38;Dep. La Coruna;Mallorca;0,3731;0,2614;0,3655;2
04053808;04-05;38;Ath Bilbao;Numancia;0,6790;0,2186;0,1024;2
04053809;04-05;38;Osasuna;Espanyol;0,3004;0,2825;0,4172;X
04053810;04-05;38;Levante;Valencia;0,3547;0,2700;0,3753;X
04053811;04-05;38;Tenerife;Cadiz CF;0,2734;0,3252;0,4014;1
04053812;04-05;38;Valladolid;Malaga B;0,4049;0,3299;0,2651;1
04053813;04-05;38;Elche;UD Salamanca;0,4574;0,3003;0,2424;2
04053814;04-05;38;Almeria;Alaves;0,2388;0,3319;0,4293;2
04053901;04-05;39;Valencia;Osasuna;0,6794;0,2111;0,1095;1
04053902;04-05;39;Espanyol;Ath Bilbao;0,5630;0,2604;0,1766;1
04053903;04-05;39;Numancia;Dep. La Coruna;0,3607;0,2871;0,3522;X
04053904;04-05;39;Mallorca;Betis;0,3861;0,2634;0,3505;X
04053905;04-05;39;Zaragoza;Real Madrid;0,3359;0,2797;0,3844;2
04053906;04-05;39;Atl. Madrid;Getafe;0,4474;0,2886;0,2640;X
04053907;04-05;39;Sevilla;Malaga;0,6626;0,2120;0,1253;2
04053908;04-05;39;Racing Santander;Albacete;0,5346;0,2673;0,1981;1
04053909;04-05;39;Real Sociedad;Barcelona;0,3109;0,2808;0,4084;X
04053910;04-05;39;Villarreal;Levante;0,6439;0,2226;0,1335;1
04053911;04-05;39;UD Salamanca;Valladolid;0,5003;0,3043;0,1955;2
04053912;04-05;39;Cadiz CF;Granada 74;0,5738;0,2678;0,1584;X
04053913;04-05;39;Celta Vigo;Terrassa;0,6045;0,2586;0,1370;1
04053914;04-05;39;Alaves;Cordoba;0,5311;0,2842;0,1847;X
05060101;05-06;01;Valencia;Betis;0,4668;0,2859;0,2473;1
05060102;05-06;01;Sevilla;Racing Santander;0,5903;0,2541;0,1556;1
05060103;05-06;01;Cadiz CF;Real Madrid;0,1211;0,2350;0,6439;2
05060104;05-06;01;Celta Vigo;Malaga;0,4308;0,2877;0,2815;1
05060105;05-06;01;Espanyol;Getafe;0,5567;0,2632;0,1801;2
05060106;05-06;01;Alaves;Barcelona;0,1256;0,2455;0,6289;X
05060107;05-06;01;Mallorca;Dep. La Coruna;0,3622;0,2881;0,3497;2
05060108;05-06;01;Atl. Madrid;Zaragoza;0,5696;0,2658;0,1646;X
05060109;05-06;01;Osasuna;Villarreal;0,3270;0,2817;0,3913;1
05060110;05-06;01;Levante;El Ejido;0,5047;0,2849;0,2103;1
05060111;05-06;01;Numancia;Almeria;0,4991;0,2962;0,2047;1
05060112;05-06;01;Hercules;Malaga B;0,4126;0,3102;0,2772;X
05060113;05-06;01;Valladolid;Murcia;0,4755;0,2994;0,2251;1
05060114;05-06;01;Lleida;Castellon;0,4562;0,3078;0,2360;1
05060301;05-06;03;Villarreal;Sevilla;0,4768;0,2817;0,2415;X
05060302;05-06;03;Betis;Osasuna;0,5744;0,2618;0,1638;1
05060303;05-06;03;Zaragoza;Valencia;0,3611;0,2875;0,3514;X
05060304;05-06;03;Barcelona;Mallorca;0,7527;0,1577;0,0897;1
05060305;05-06;03;Real Sociedad;Alaves;0,4849;0,2855;0,2297;1
05060306;05-06;03;Getafe;Ath Bilbao;0,3979;0,2887;0,3134;X
05060307;05-06;03;Malaga;Espanyol;0,4443;0,2833;0,2724;2
05060308;05-06;03;Real Madrid;Celta Vigo;0,7298;0,1796;0,0906;2
05060309;05-06;03;Racing Santander;Cadiz CF;0,4680;0,2867;0,2453;2
05060310;05-06;03;Levante;Elche;0,5232;0,2992;0,1775;1
05060311;05-06;03;Hercules;Almeria;0,3759;0,3315;0,2926;X
05060312;05-06;03;Tenerife;Malaga B;0,4961;0,3037;0,2002;1
05060313;05-06;03;Gijon;Recreativo Huelva;0,4236;0,3203;0,2561;X
05060314;05-06;03;Valladolid;Gimnastic;0,5216;0,2971;0,1813;2
05060501;05-06;05;Valencia;Real Sociedad;0,6210;0,2494;0,1296;1
05060502;05-06;05;Zaragoza;Dep. La Coruna;0,3932;0,2860;0,3208;X
