ID;Temporada;Jornada;Local;Visitant;1;X;2;Resultat
18192403;18-19;24;Getafe;Espanyol;0,4;0,3118;0,2881;1
18192404;18-19;24;Real Madrid;Valencia;0,604;0,2307;0,1652;1
18192405;18-19;24;Betis;Real Sociedad;0,5169;0,2635;0,2196;1
18192406;18-19;24;Girona;Atl. Madrid;0,1831;0,2862;0,5308;X
18192407;18-19;24;Alaves;Sevilla;0,2611;0,2788;0,4601;X
18192408;18-19;24;Cordoba;Elche;0,4389;0,2954;0,2656;X
18192409;18-19;24;Malaga;Granada CF;0,4682;0,31;0,2218;2
18192410;18-19;24;Almeria;Extremadura UD;0,4735;0,2956;0,2309;X
18192411;18-19;24;Gijon;Tenerife;0,4775;0,3062;0,2163;1
18192412;18-19;24;Rayo Majadahonda;Dep. La Coruna;0,2373;0,2831;0,4796;X
18192413;18-19;24;Albacete;Alcorcon;0,359;0,3344;0,3067;1
18192414;18-19;24;Las Palmas;R. Oviedo;0,501;0,2888;0,2102;X
18192601;18-19;26;Atl. Madrid;Alaves;0,6983;0,2144;0,0873;1
18192602;18-19;26;Valencia;Sevilla;0,4586;0,2691;0,2723;X
18192603;18-19;26;Villarreal;Celta Vigo;0,5614;0,2372;0,2014;2
18192604;18-19;26;Espanyol;Barcelona;0,1294;0,1932;0,6774;2
18192605;18-19;26;Eibar;Levante;0,5619;0,241;0,197;X
18192606;18-19;26;Real Sociedad;Valladolid;0,5619;0,2682;0,1699;2
18192607;18-19;26;Betis;Rayo Vallecano;0,6545;0,2059;0,1396;1
18192608;18-19;26;Albacete;Osasuna;0,3662;0,3076;0,3261;X
18192609;18-19;26;Mallorca;Malaga;0,3146;0,3351;0,3503;2
18192610;18-19;26;R. Oviedo;Almeria;0,5055;0,2946;0,1998;2
18192611;18-19;26;Alcorcon;Reus FCR;0,6319;0,2542;0,1139;2
18192612;18-19;26;Cadiz CF;Rayo Majadahonda;0,5804;0,2683;0,1513;1
18192613;18-19;26;Elche;Gijon;0,3773;0,3187;0,304;X
18192614;18-19;26;Lugo;Las Palmas;0,3381;0,315;0,347;1
18192801;18-19;28;Getafe;Real Sociedad;0,4197;0,31;0,2703;1
18192802;18-19;28;Valladolid;Atl. Madrid;0,1595;0,2813;0,5592;2
18192803;18-19;28;Eibar;Valencia;0,3622;0,3061;0,3318;X
18192804;18-19;28;Sevilla;Girona;0,6703;0,2021;0,1276;1
18192805;18-19;28;Espanyol;Betis;0,3815;0,2887;0,3298;2
18192806;18-19;28;Huesca;Villarreal;0,2848;0,2848;0,4304;X
18192807;18-19;28;Levante;Barcelona;0,08;0,1285;0,7915;2
18192808;18-19;28;Granada CF;R. Oviedo;0,4761;0,3163;0,2076;1
18192809;18-19;28;Numancia;Albacete;0,4404;0,3062;0,2534;2
18192810;18-19;28;Gijon;Mallorca;0,4604;0,3005;0,2391;1
18192811;18-19;28;Osasuna;Alcorcon;0,4844;0,3063;0,2093;1
18192812;18-19;28;Dep. La Coruna;Zaragoza;0,6243;0,2363;0,1394;1
18192813;18-19;28;Las Palmas;Tenerife;0,4249;0,3098;0,2654;X
18192814;18-19;28;Almeria;Lugo;0,4866;0,281;0,2323;X
18192901;18-19;29;Betis;Eibar;0,5276;0,2595;0,2129;X
18192902;18-19;29;Atl. Madrid;Espanyol;0,666;0,2246;0,1093;1
18192903;18-19;29;Ath Bilbao;Valladolid;0,563;0,2592;0,1778;X
18192904;18-19;29;Valencia;Huesca;0,6648;0,2263;0,1089;1
18192905;18-19;29;Leganes;Sevilla;0,3284;0,3053;0,3663;X
18192906;18-19;29;Rayo Vallecano;Levante;0,4504;0,2554;0,2942;1
18192907;18-19;29;Lugo;Gijon;0,3206;0,313;0,3664;X
18192908;18-19;29;R. Oviedo;Malaga;0,3335;0,3434;0,323;X
18192909;18-19;29;Zaragoza;Extremadura UD;0,494;0,2951;0,2109;1
18192910;18-19;29;Elche;Almeria;0,4263;0,3094;0,2643;X
18192911;18-19;29;Cordoba;Las Palmas;0,3768;0,3037;0,3195;1
18192912;18-19;29;Cadiz CF;Dep. La Coruna;0,3629;0,3328;0,3042;1
18192913;18-19;29;Reus FCR;Osasuna;0,2135;0,3123;0,4741;2
18192914;18-19;29;Albacete;Rayo Majadahonda;0,5276;0,2708;0,2016;1
18193201;18-19;32;Valladolid;Rayo Vallecano;0,4501;0,2932;0,2567;2
18193202;18-19;32;Alaves;Valencia;0,2912;0,3043;0,4045;1
18193203;18-19;32;Huesca;Betis;0,2965;0,2767;0,4268;1
18193204;18-19;32;Eibar;Villarreal;0,4363;0,2806;0,2831;X
18193205;18-19;32;Sevilla;Atl. Madrid;0,3305;0,2947;0,3748;X
18193206;18-19;32;Real Madrid;Real Sociedad;0,7081;0,1864;0,1054;2
18193207;18-19;32;Getafe;Barcelona;0,1374;0,1966;0,666;2
18193208;18-19;32;Gijon;Zaragoza;0,4764;0,2897;0,234;2
18193209;18-19;32;Extremadura UD;Alcorcon;0,3186;0,33;0,3513;1
18193210;18-19;32;Almeria;Mallorca;0,3807;0,319;0,3003;1
18193211;18-19;32;Dep. La Coruna;Lugo;0,6492;0,2271;0,1237;X
18193212;18-19;32;Osasuna;Cadiz CF;0,4272;0,3193;0,2535;1
18193213;18-19;32;Gimnastic;Cordoba;0,3743;0,3113;0,3144;1
18193214;18-19;32;Malaga;Reus FCR;0,7762;0,1658;0,0579;2
18193301;18-19;33;Leganes;Huesca;0,4595;0,3119;0,2286;1
18193302;18-19;33;Valencia;Valladolid;0,6264;0,2448;0,1288;X
18193303;18-19;33;Girona;Alaves;0,4777;0,2943;0,228;X
18193304;18-19;33;Villarreal;Getafe;0,4714;0,2894;0,2392;2
18193305;18-19;33;Atl. Madrid;Levante;0,7397;0,1719;0,0884;1
18193306;18-19;33;Ath Bilbao;Sevilla;0,3526;0,3013;0,3462;1
18193307;18-19;33;Betis;Real Madrid;0,3122;0,2609;0,427;2
18193308;18-19;33;Albacete;Gijon;0,4127;0,3113;0,276;X
18193309;18-19;33;Las Palmas;Osasuna;0,3815;0,3108;0,3077;1
18193310;18-19;33;R. Oviedo;Tenerife;0,4577;0,3145;0,2277;1
18193311;18-19;33;Mallorca;Dep. La Coruna;0,3084;0,3258;0,3657;1
18193312;18-19;33;Alcorcon;Almeria;0,4983;0,3049;0,1968;X
18193313;18-19;33;Lugo;Extremadura UD;0,4095;0,3191;0,2714;X
18193314;18-19;33;Zaragoza;Malaga;0,3697;0,3232;0,3071;2
18193401;18-19;34;Real Madrid;Sevilla;0,575;0,2286;0,1964;1
18193402;18-19;34;Huesca;Atl. Madrid;0,1592;0,2684;0,5724;2
18193403;18-19;34;Celta Vigo;Valencia;0,2956;0,2919;0,4125;2
18193404;18-19;34;Betis;Girona;0,5809;0,2472;0,1719;1
18193405;18-19;34;Villarreal;Ath Bilbao;0,4666;0,2828;0,2506;X
18193406;18-19;34;Levante;Valladolid;0,4925;0,2693;0,2382;1
18193407;18-19;34;Rayo Vallecano;Real Sociedad;0,3388;0,2892;0,372;X
18193408;18-19;34;Almeria;Cadiz CF;0,3667;0,3384;0,295;X
18193409;18-19;34;Numancia;Cordoba;0,5456;0,2688;0,1855;1
18193410;18-19;34;Malaga;Lugo;0,6006;0,2589;0,1405;1
18193411;18-19;34;Osasuna;Mallorca;0,5452;0,2776;0,1772;1
18193412;18-19;34;Gijon;Alcorcon;0,4451;0,3279;0,227;1
18193413;18-19;34;Dep. La Coruna;Albacete;0,5843;0,2571;0,1586;1
18193414;18-19;34;Extremadura UD;R. Oviedo;0,3392;0,3404;0,3204;2
18193501;18-19;35;Sevilla;Levante;0,6881;0,1869;0,1249;1
18193502;18-19;35;Leganes;Eibar;0,353;0,3285;0,3185;X
18193503;18-19;35;Ath Bilbao;Betis;0,4619;0,2922;0,2459;1
18193504;18-19;35;Valladolid;Celta Vigo;0,3798;0,3091;0,3111;1
18193505;18-19;35;Girona;Barcelona;0,0963;0,1625;0,7412;2
18193506;18-19;35;Real Sociedad;Huesca;0,6122;0,2314;0,1563;X
18193507;18-19;35;Valencia;Villarreal;0,4672;0,2839;0,2489;1
18193508;18-19;35;Espanyol;Real Madrid;0,1799;0,2339;0,5862;2
18193509;18-19;35;Tenerife;Malaga;0,4006;0,3268;0,2726;X
18193510;18-19;35;Cadiz CF;Mallorca;0,4773;0,3233;0,1994;X
18193511;18-19;35;Granada CF;Extremadura UD;0,5834;0,2664;0,1501;X
18193512;18-19;35;Alcorcon;Cordoba;0,5833;0,2695;0,1472;1
18193513;18-19;35;Gijon;Dep. La Coruna;0,3534;0,3318;0,3148;2
18193514;18-19;35;Gimnastic;Las Palmas;0,2943;0,3154;0,3903;X
18193601;18-19;36;Levante;Getafe;0,3897;0,2861;0,3243;X
18193602;18-19;36;Real Sociedad;Ath Bilbao;0,3821;0,3245;0,2934;1
18193603;18-19;36;Barcelona;Valencia;0,6823;0,1893;0,1283;X
18193604;18-19;36;Eibar;Girona;0,5844;0,2373;0,1783;1
18193605;18-19;36;Villarreal;Espanyol;0,4646;0,2662;0,2692;X
18193606;18-19;36;Betis;Atl. Madrid;0,2463;0,2935;0,4602;1
18193607;18-19;36;Celta Vigo;Sevilla;0,2706;0,2653;0,4642;1
18193608;18-19;36;Numancia;Lugo;0,5054;0,292;0,2026;1
18193609;18-19;36;Cordoba;Albacete;0,3566;0,2987;0,3446;2
18193610;18-19;36;Dep. La Coruna;Tenerife;0,5367;0,284;0,1792;X
18193611;18-19;36;Mallorca;Alcorcon;0,395;0,3359;0,2691;1
18193612;18-19;36;R. Oviedo;Cadiz CF;0,3932;0,3408;0,2659;1
18193613;18-19;36;Osasuna;Granada CF;0,4899;0,2924;0,2177;1
18193614;18-19;36;Extremadura UD;Gijon;0,2928;0,326;0,3812;2
18193701;18-19;37;Getafe;Celta Vigo;0,4755;0,2948;0,2297;1
18193702;18-19;37;Atl. Madrid;Real Madrid;0,3683;0,3017;0,33;2
18193703;18-19;37;Espanyol;Rayo Vallecano;0,5476;0,2533;0,199;1
18193704;18-19;37;Leganes;Betis;0,4488;0,3021;0,2491;1
18193705;18-19;37;Girona;Huesca;0,5044;0,2782;0,2173;2
18193706;18-19;37;Valencia;Real Sociedad;0,5199;0,2735;0,2066;X
18193707;18-19;37;Ath Bilbao;Barcelona;0,189;0,245;0,5659;X
18193708;18-19;37;Elche;R. Oviedo;0,3337;0,3374;0,3289;2
18193709;18-19;37;Lugo;Zaragoza;0,3471;0,3161;0,3369;2
18193710;18-19;37;Alcorcon;Cadiz CF;0,3868;0,3582;0,255;2
18193711;18-19;37;Albacete;Mallorca;0,4161;0,3118;0,2721;1
18193712;18-19;37;Almeria;Numancia;0,4578;0,3162;0,2261;1
18193713;18-19;37;Granada CF;Dep. La Coruna;0,3702;0,3352;0,2945;2
18193714;18-19;37;Malaga;Las Palmas;0,4555;0,3173;0,2272;X
18193901;18-19;39;Celta Vigo;Levante;0,546;0,2442;0,2097;2
18193902;18-19;39;Rayo Vallecano;Atl. Madrid;0,1526;0,2402;0,6073;2
18193903;18-19;39;Real Sociedad;Leganes;0,4252;0,3225;0,2522;1
18193904;18-19;39;Real Madrid;Girona;0,8104;0,1259;0,0637;2
18193905;18-19;39;Valencia;Espanyol;0,5344;0,2657;0,2;X
18193906;18-19;39;Villarreal;Sevilla;0,3965;0,2779;0,3256;1
18193907;18-19;39;Betis;Alaves;0,5435;0,2757;0,1808;X
18193908;18-19;39;Zaragoza;Albacete;0,4766;0,2839;0,2395;X
18193909;18-19;39;R. Oviedo;Alcorcon;0,4538;0,3279;0,2183;1
18193910;18-19;39;Cadiz CF;Tenerife;0,4508;0,3204;0,2288;1
18193911;18-19;39;Mallorca;Lugo;0,5101;0,2817;0,2082;1
18193912;18-19;39;Numancia;Osasuna;0,2951;0,3164;0,3885;X
18193913;18-19;39;Rayo Majadahonda;Malaga;0,2979;0,323;0,3791;2
18193914;18-19;39;Las Palmas;Gijon;0,444;0,3203;0,2357;1
18194101;18-19;41;Getafe;Rayo Vallecano;0,5032;0,2893;0,2075;1
18194102;18-19;41;Sevilla;Barcelona;0,2492;0,2333;0,5175;2
18194103;18-19;41;Alaves;Celta Vigo;0,3815;0,3153;0,3032;X
18194104;18-19;41;Ath Bilbao;Eibar;0,4471;0,3028;0,2501;1
18194105;18-19;41;Leganes;Valencia;0,3102;0,3218;0,368;X
18194106;18-19;41;Atl. Madrid;Villarreal;0,6201;0,2484;0,1316;1
18194107;18-19;41;Valladolid;Betis;0,4063;0,3034;0,2904;2
18194108;18-19;41;Albacete;R. Oviedo;0,3858;0,3351;0,2791;X
18194109;18-19;41;Gimnastic;Cadiz CF;0,271;0,3302;0,3988;2
18194110;18-19;41;Alcorcon;Las Palmas;0,3853;0,3462;0,2685;1
18194111;18-19;41;Osasuna;Zaragoza;0,5437;0,2695;0,1868;1
18194112;18-19;41;Gijon;Rayo Majadahonda;0,5381;0,2822;0,1797;2
18194113;18-19;41;Almeria;Cordoba;0,564;0,2642;0,1718;1
18194114;18-19;41;Malaga;Dep. La Coruna;0,3647;0,3481;0,2872;X
18194201;18-19;42;Espanyol;Valladolid;0,5675;0,2589;0,1736;1
18194202;18-19;42;Villarreal;Alaves;0,6104;0,2348;0,1548;2
18194203;18-19;42;Huesca;Sevilla;0,2302;0,2571;0,5127;1
18194204;18-19;42;Eibar;Celta Vigo;0,5355;0,2633;0,2012;1
18194205;18-19;42;Betis;Getafe;0,4155;0,3076;0,277;2
18194206;18-19;42;Real Sociedad;Atl. Madrid;0,238;0,3066;0,4554;2
18194207;18-19;42;Valencia;Ath Bilbao;0,4784;0,3007;0,2208;1
18194208;18-19;42;Cadiz CF;Albacete;0,5165;0,3004;0,1831;1
18194209;18-19;42;Mallorca;Elche;0,4758;0,304;0,2202;X
18194210;18-19;42;Numancia;Gijon;0,3753;0,3319;0,2928;2
18194211;18-19;42;Rayo Majadahonda;Granada CF;0,2871;0,3135;0,3994;2
18194212;18-19;42;R. Oviedo;Lugo;0,5227;0,2857;0,1916;X
18194213;18-19;42;Las Palmas;Extremadura UD;0,5762;0,2583;0,1655;X
18194214;18-19;42;Zaragoza;Almeria;0,4275;0,3137;0,2589;2
18194401;18-19;44;Alaves;Eibar;0,2947;0,2993;0,406;X
18194402;18-19;44;Atl. Madrid;Leganes;0,6314;0,2539;0,1147;1
18194403;18-19;44;Getafe;Huesca;0,5934;0,2566;0,15;1
18194404;18-19;44;Celta Vigo;Betis;0,3793;0,2926;0,3281;2
18194405;18-19;44;Girona;Valencia;0,2671;0,2899;0,443;2
18194406;18-19;44;Levante;Villarreal;0,3458;0,2722;0,382;2
18194407;18-19;44;Sevilla;Real Sociedad;0,5862;0,2392;0,1746;1
18194408;18-19;44;Valladolid;Real Madrid;0,1696;0,22;0,6104;2
18194409;18-19;44;Gimnastic;Albacete;0,3492;0,3156;0,3352;1
18194410;18-19;44;Rayo Majadahonda;Alcorcon;0,3021;0,3364;0,3615;1
18194411;18-19;44;Extremadura UD;Cordoba;0,456;0,2991;0,245;1
18194412;18-19;44;Granada CF;Zaragoza;0,5199;0,2823;0,1979;1
18194413;18-19;44;Tenerife;Numancia;0,5001;0,2968;0,2031;X
18194414;18-19;44;Dep. La Coruna;Las Palmas;0,5294;0,2775;0,1931;2
18194601;18-19;46;Huesca;Alaves;0,4014;0,2988;0,2998;2
18194602;18-19;46;Ath Bilbao;Atl. Madrid;0,2675;0,3243;0,4082;1
18194603;18-19;46;Leganes;Girona;0,4203;0,3163;0,2634;2
18194604;18-19;46;Eibar;Valladolid;0,5905;0,246;0,1635;2
18194605;18-19;46;Espanyol;Sevilla;0,3758;0,2721;0,3521;2
18194606;18-19;46;Valencia;Getafe;0,5067;0,2837;0,2096;X
18194607;18-19;46;Villarreal;Rayo Vallecano;0,5775;0,2379;0,1846;1
18194608;18-19;46;Betis;Barcelona;0,1586;0,21;0,6314;2
18194609;18-19;46;Alcorcon;Tenerife;0,4072;0,3206;0,2722;X
18194610;18-19;46;Zaragoza;Elche;0,472;0,2858;0,2422;1
18194611;18-19;46;Cordoba;Gijon;0,3067;0,3098;0,3834;2
18194612;18-19;46;Almeria;Granada CF;0,3596;0,3208;0,3196;X
18194613;18-19;46;Osasuna;Rayo Majadahonda;0,6435;0,2272;0,1292;1
18194614;18-19;46;Las Palmas;Mallorca;0,4642;0,3013;0,2345;2
18194801;18-19;48;Getafe;Leganes;0,5001;0,3075;0,1924;2
18194802;18-19;48;Barcelona;Espanyol;0,8122;0,1245;0,0632;1
18194803;18-19;48;Celta Vigo;Villarreal;0,3961;0,2809;0,3231;1
18194804;18-19;48;Alaves;Atl. Madrid;0,1617;0,2767;0,5616;2
18194805;18-19;48;Levante;Eibar;0,3788;0,2705;0,3507;X
18194806;18-19;48;Rayo Vallecano;Betis;0,3071;0,2687;0,4242;X
18194807;18-19;48;Sevilla;Valencia;0,3713;0,2793;0,3494;2
18194808;18-19;48;Valladolid;Real Sociedad;0,368;0,307;0,325;X
18194809;18-19;48;Numancia;Granada CF;0,3427;0,3292;0,328;1
18194810;18-19;48;Albacete;Tenerife;0,4431;0,3027;0,2541;X
18194811;18-19;48;Cordoba;Mallorca;0,2916;0,3002;0,4082;1
18194812;18-19;48;Alcorcon;Lugo;0,4639;0,3093;0,2268;X
18194813;18-19;48;R. Oviedo;Dep. La Coruna;0,3402;0,3328;0,3269;X
18194814;18-19;48;Las Palmas;Elche;0,5235;0,2817;0,1948;2
18195001;18-19;50;Girona;Espanyol;0,3817;0,3006;0,3177;2
18195002;18-19;50;Rayo Vallecano;Valencia;0,2476;0,2635;0,4889;1
18195003;18-19;50;Barcelona;Atl. Madrid;0,5495;0,2576;0,1928;1
18195004;18-19;50;Alaves;Leganes;0,3762;0,3212;0,3026;X
18195005;18-19;50;Getafe;Ath Bilbao;0,3767;0,325;0,2983;1
18195006;18-19;50;Valladolid;Sevilla;0,2382;0,2669;0,4949;2
18195007;18-19;50;Levante;Huesca;0,5374;0,2347;0,2279;X
18195008;18-19;50;Celta Vigo;Real Sociedad;0,3902;0,2873;0,3225;1
18195009;18-19;50;Betis;Villarreal;0,4255;0,2742;0,3003;1
18195010;18-19;50;Dep. La Coruna;Rayo Majadahonda;0,6531;0,2192;0,1277;2
18195011;18-19;50;Granada CF;Malaga;0,3974;0,335;0,2676;1
18195012;18-19;50;R. Oviedo;Las Palmas;0,4481;0,3146;0,2374;X
18195013;18-19;50;Lugo;Osasuna;0,2437;0,2993;0,4571;X
18195014;18-19;50;Elche;Cordoba;0,5258;0,2805;0,1937;1
18195101;18-19;51;Espanyol;Alaves;0,5347;0,2681;0,1972;1
18195102;18-19;51;Atl. Madrid;Celta Vigo;0,6373;0,2316;0,1311;1
18195103;18-19;51;Sevilla;Betis;0,5967;0,225;0,1782;1
18195104;18-19;51;Valladolid;Getafe;0,302;0,3215;0,3766;X
18195105;18-19;51;Ath Bilbao;Rayo Vallecano;0,5901;0,243;0,167;1
18195106;18-19;51;Real Sociedad;Eibar;0,3932;0,2889;0,318;X
18195107;18-19;51;Girona;Villarreal;0,3647;0,2789;0,3565;2
18195108;18-19;51;Valencia;Levante;0,6438;0,2141;0,1421;1
18195109;18-19;51;Malaga;Extremadura UD;0,533;0,2927;0,1743;2
18195110;18-19;51;Osasuna;Dep. La Coruna;0,4507;0,3054;0,2439;1
18195111;18-19;51;Albacete;Elche;0,4343;0,3024;0,2633;X
18195112;18-19;51;Numancia;Mallorca;0,3202;0,3137;0,3661;X
18195113;18-19;51;Las Palmas;Cadiz CF;0,3811;0,3178;0,3011;2
18195114;18-19;51;Zaragoza;Alcorcon;0,4551;0,3024;0,2425;2
18195201;18-19;52;Celta Vigo;Girona;0,4871;0,2602;0,2526;1
18195202;18-19;52;Eibar;Atl. Madrid;0,2465;0,2929;0,4606;2
18195203;18-19;52;Rayo Vallecano;Huesca;0,4659;0,2543;0,2798;X
18195204;18-19;52;Barcelona;Real Sociedad;0,8144;0,1205;0,0651;1
18195205;18-19;52;Levante;Espanyol;0,414;0,2732;0,3129;X
18195206;18-19;52;Getafe;Sevilla;0,3171;0,2944;0,3885;1
18195207;18-19;52;Villarreal;Leganes;0,5352;0,2707;0,1941;1
18195208;18-19;52;Betis;Valencia;0,2881;0,2838;0,4282;2
18195209;18-19;52;Lugo;Granada CF;0,2964;0,327;0,3766;2
18195210;18-19;52;Albacete;Las Palmas;0,4485;0,3181;0,2334;1
18195211;18-19;52;Mallorca;Rayo Majadahonda;0,6032;0,2445;0,1523;1
18195212;18-19;52;Cadiz CF;Numancia;0,568;0,2755;0,1565;1
18195213;18-19;52;Dep. La Coruna;Extremadura UD;0,634;0,2432;0,1227;2
18195214;18-19;52;Tenerife;Almeria;0,4127;0,3138;0,2735;2
18195401;18-19;54;Ath Bilbao;Alaves;0,6308;0,2336;0,1356;X
18195402;18-19;54;Leganes;Celta Vigo;0,3951;0,301;0,3039;X
18195403;18-19;54;Barcelona;Levante;0,8064;0,1257;0,0679;1
18195404;18-19;54;Valencia;Eibar;0,6468;0,2142;0,139;2
18195405;18-19;54;Girona;Sevilla;0,2514;0,2662;0,4824;1
18195406;18-19;54;Real Sociedad;Getafe;0,3302;0,3302;0,3396;1
18195407;18-19;54;Villarreal;Huesca;0,5748;0,2389;0,1863;X
18195408;18-19;54;Rayo Vallecano;Real Madrid;0,1556;0,2019;0,6425;1
18195409;18-19;54;Malaga;Mallorca;0,4196;0,3202;0,2603;2
18195410;18-19;54;Osasuna;Albacete;0,523;0,2832;0,1938;1
18195411;18-19;54;Almeria;R. Oviedo;0,4443;0,2996;0,2562;2
18195412;18-19;54;Extremadura UD;Tenerife;0,3926;0,3168;0,2907;1
18195413;18-19;54;Rayo Majadahonda;Cadiz CF;0,3142;0,3018;0,3839;X
18195414;18-19;54;Las Palmas;Lugo;0,4796;0,2842;0,2361;1
18195501;18-19;55;Levante;Rayo Vallecano;0,5177;0,2375;0,2448;1
18195502;18-19;55;Espanyol;Atl. Madrid;0,2377;0,2832;0,4791;1
18195503;18-19;55;Alaves;Real Sociedad;0,3563;0,299;0,3447;2
18195504;18-19;55;Celta Vigo;Barcelona;0,5449;0,2341;0,221;1
18195505;18-19;55;Getafe;Girona;0,5025;0,2887;0,2088;1
18195506;18-19;55;Eibar;Betis;0,4823;0,2575;0,2603;1
18195507;18-19;55;Valladolid;Ath Bilbao;0,3372;0,3066;0,3562;1
18195508;18-19;55;Huesca;Valencia;0,2369;0,2468;0,5163;2
18195509;18-19;55;Alcorcon;Osasuna;0,2989;0,3122;0,3889;X
18195510;18-19;55;Zaragoza;Dep. La Coruna;0,3378;0,3033;0,3589;2
18195511;18-19;55;Tenerife;Las Palmas;0,4435;0,2896;0,2669;1
18195512;18-19;55;Mallorca;Gijon;0,4893;0,2796;0,2311;1
18195513;18-19;55;Albacete;Numancia;0,4255;0,3105;0,2641;X
18195514;18-19;55;R. Oviedo;Granada CF;0,392;0,3196;0,2884;X
18195601;18-19;56;Atl. Madrid;Sevilla;0,4896;0,2617;0,2487;X
18195602;18-19;56;Ath Bilbao;Celta Vigo;0,4831;0,2783;0,2385;1
18195603;18-19;56;Barcelona;Getafe;0,6552;0,215;0,1298;1
18195604;18-19;56;Betis;Huesca;0,6352;0,2062;0,1585;1
18195605;18-19;56;Girona;Levante;0,4522;0,2652;0,2826;2
18195606;18-19;56;Leganes;Espanyol;0,4209;0,2891;0,29;2
18195607;18-19;56;Rayo Vallecano;Valladolid;0,2177;0,2491;0,5332;2
18195608;18-19;56;Real Sociedad;Real Madrid;0,3489;0,2526;0,3985;1
18195609;18-19;56;Villarreal;Eibar;0,6159;0,2156;0,1685;1
18195610;18-19;56;Almeria;Elche;0,449;0,3048;0,2461;1
18195611;18-19;56;Dep. La Coruna;Cadiz CF;0,4599;0,3205;0,2195;X
18195612;18-19;56;Extremadura UD;Zaragoza;0,3352;0,3103;0,3546;2
18195613;18-19;56;Rayo Majadahonda;Albacete;0,3918;0,2996;0,3087;2
18195614;18-19;56;Gijon;Lugo;0,484;0,2753;0,2407;X
19200101;19-20;1;Celta Vigo;Real Madrid;0,1952;0,2252;0,5796;2
19200102;19-20;1;Valencia;Real Sociedad;0,5724;0,2507;0,1769;X
19200103;19-20;1;Villarreal;Granada CF;0,618;0,2367;0,1453;X
19200104;19-20;1;Leganes;Osasuna;0,4974;0,3026;0,2;2
19200105;19-20;1;Alaves;Levante;0,4075;0,2939;0,2986;1
19200106;19-20;1;Espanyol;Sevilla;0,3136;0,2854;0,401;2
19200107;19-20;1;Racing Santander;Malaga;0,466;0,305;0,229;2
19200108;19-20;1;Almeria;Albacete;0,4191;0,3101;0,2708;1
19200109;19-20;1;Zaragoza;Tenerife;0,5034;0,2725;0,2241;1
19200110;19-20;1;Rayo Vallecano;Mirandes;0,6061;0,2463;0,1476;X
19200111;19-20;1;Numancia;Alcorcon;0,4188;0,3188;0,2625;2
19200112;19-20;1;Dep. La Coruna;R. Oviedo;0,5256;0,2874;0,187;1
19200113;19-20;1;Las Palmas;Huesca;0,3374;0,3111;0,3516;2
19200114;19-20;1;Girona;Gijon;0,4526;0,3063;0,2411;X
19200201;19-20;2;Osasuna;Eibar;0,3468;0,3064;0,3468;X
19200202;19-20;2;Celta Vigo;Valencia;0,2956;0,2807;0,4236;1
19200203;19-20;2;Getafe;Ath Bilbao;0,3784;0,3321;0,2896;X
19200204;19-20;2;Alaves;Espanyol;0,3537;0,3171;0,3292;X
19200205;19-20;2;Mallorca;Real Sociedad;0,3067;0,2952;0,3981;2
19200206;19-20;2;Barcelona;Betis;0,6955;0,1899;0,1145;1
19200207;19-20;2;R. Oviedo;Lugo;0,52;0,2764;0,2036;X
19200208;19-20;2;Racing Santander;Almeria;0,3834;0,3171;0,2995;X
19200209;19-20;2;Mirandes;Cadiz CF;0,3348;0,323;0,3422;2
19200210;19-20;2;Malaga;Las Palmas;0,4954;0,291;0,2136;X
19200211;19-20;2;Ponferradina;Zaragoza;0,332;0,3128;0,3552;X
19200212;19-20;2;Gijon;Rayo Vallecano;0,4475;0,2912;0,2613;X
19200213;19-20;2;Huesca;Dep. La Coruna;0,4482;0,2945;0,2574;1
19200214;19-20;2;Tenerife;Numancia;0,4934;0,2932;0,2134;1
19200301;19-20;3;Osasuna;Barcelona;0,1277;0,2242;0,6481;X
19200302;19-20;3;Getafe;Alaves;0,5114;0,3088;0,1798;X
19200303;19-20;3;Levante;Valladolid;0,4729;0,2723;0,2548;1
19200304;19-20;3;Betis;Leganes;0,4276;0,3072;0,2652;1
19200305;19-20;3;Valencia;Mallorca;0,6829;0,2073;0,1099;1
19200306;19-20;3;Espanyol;Granada CF;0,4742;0,2927;0,233;2
19200307;19-20;3;Villarreal;Real Madrid;0,2578;0,239;0,5033;X
19200308;19-20;3;Almeria;Huesca;0,3775;0,3218;0,3007;1
19200309;19-20;3;Las Palmas;Racing Santander;0,4082;0,32;0,2717;X
19200310;19-20;3;Rayo Vallecano;Dep. La Coruna;0,502;0,2718;0,2263;1
19200311;19-20;3;Gijon;Albacete;0,5405;0,2727;0,1868;1
19200312;19-20;3;Girona;Malaga;0,4913;0,3073;0,2015;1
19200313;19-20;3;Ponferradina;Tenerife;0,3809;0,3101;0,309;1
19200314;19-20;3;Cadiz CF;Extremadura UD;0,5501;0,2792;0,1707;1
19200501;19-20;5;Leganes;Villarreal;0,3754;0,3092;0,3154;2
19200502;19-20;5;Real Sociedad;Atl. Madrid;0,2654;0,3105;0,4241;1
19200503;19-20;5;Barcelona;Valencia;0,6048;0,2345;0,1607;1
19200504;19-20;5;Eibar;Espanyol;0,4694;0,2882;0,2425;2
19200505;19-20;5;Alaves;Sevilla;0,2349;0,2975;0,4675;2
19200506;19-20;5;Celta Vigo;Granada CF;0,5514;0,2522;0,1964;2
19200507;19-20;5;Valladolid;Osasuna;0,445;0,3088;0,2462;X
